rewards,time
0.7886397172111458,36.814478635787964
0.7947814376385804,73.93819570541382
0.9117100545671974,120.95723748207092
0.8576395004966434,163.57047772407532
0.8832801689944547,206.13121128082275
0.7804179232750661,229.30765914916992
0.804348018633733,265.02169919013977
0.8007773007773008,288.89432525634766
0.8072756644185215,325.90524077415466
0.8882059596345311,354.1829948425293
0.866928366928367,398.05044651031494
0.8481395624252768,426.27855920791626
0.8562801419944277,454.5262985229492
0.7917015059872203,493.0833148956299
0.8159952445666732,518.826155424118
0.8400667686381972,562.3130841255188
0.8796408082122368,598.9607238769531
0.8268491125633983,634.0825037956238
0.7617822617822618,660.7175064086914
0.8022051593480164,687.4320352077484
0.8171362457076743,728.8958730697632
0.8740696597839455,773.53622174263
0.8482801339944197,813.5707280635834
0.8762835905693049,848.014378786087
0.831137402565974,874.7880318164825
0.6814172528458242,918.9772844314575
0.7606312606312606,936.743590593338
0.7521298949870379,973.2635531425476
0.6882037596323312,999.2263259887695
0.6799898228469657,1027.3121032714844
0.6810616096330382,1061.0781607627869
