reward,time
0.9117678393924569,0.8593814373016357
0.7856701221271873,5.23692512512207
0.887107601633879,8.979948282241821
0.8921934330389882,15.332226991653442
0.8212638307203611,19.217852354049683
0.9766049169458584,30.52062487602234
0.8815113123061217,40.2373993396759
0.9494014402464266,53.46129655838013
0.8799825244445731,67.09632730484009
0.9260115290050777,87.60488033294678
0.9407585652977568,107.8798348903656
0.8738841813899557,120.49254131317139
0.8952484228556888,134.67641735076904
0.9753339439520304,148.7367730140686
0.8820178913691754,164.5520260334015
0.9077029238326443,189.53097319602966
0.9738077419968783,203.70870065689087
0.9504191237087276,213.15639662742615
0.9641478300625066,224.41176199913025
0.9725380619562485,235.99665999412537
0.9488935682301747,247.78382778167725
0.9796560279029644,257.1784338951111
0.9753339439520304,265.4716408252716
0.9565219920995387,275.70913648605347
0.9755898193899537,285.13991045951843
0.9794020918948384,300.472119808197
0.9783837619559381,314.5850625038147
0.9791481558867126,330.36434149742126
0.9755872334835572,346.48709988594055
0.9516907431791547,362.0131103992462
0.9766062098990566,379.0023903846741
0.9799106103876893,396.3363425731659
0.9788922804487892,412.00306367874146
0.9788942198785866,430.41815519332886
0.9801638999192163,450.51167368888855
0.9755891729133546,471.9198422431946
0.9788942198785866,487.9469757080078
0.9781304724244113,506.75337529182434
0.9788922804487892,523.1219162940979
0.9794033848480366,547.3624293804169
0.9794020918948384,566.6913797855377
0.979908024481293,592.0497016906738
0.9715210249705466,617.4540436267853
0.9796553814263653,644.2071933746338
0.9722828329949245,668.3640429973602
0.9788942198785866,688.1587731838226
0.9794020918948384,711.4333162307739
0.9801645463958153,736.1901631355286
0.9801645463958153,758.191174030304
0.9794020918948384,781.6746575832367
0.9794020918948384,809.7719027996063
0.9794020918948384,834.3136780261993
0.9753339439520304,858.6232933998108
0.9788922804487892,883.0179088115692
0.9799106103876893,906.2301812171936
0.9794020918948384,930.6654214859009
0.9799106103876893,960.5605447292328
0.9794033848480366,985.998064994812
0.9796553814263653,1010.1560072898865
0.9794014454182394,1040.7393090724945
0.9794033848480366,1064.1422004699707
0.9562674096148137,1092.640353679657
0.9038854795149667,1120.5492446422577
0.8881414470111577,1147.5969860553741
0.9755898193899537,1173.1902792453766
0.9794014454182394,1203.60080909729
0.9791475094101134,1237.5497288703918
0.9801638999192163,1264.5494570732117
0.9773680179234344,1297.3462541103363
0.9799106103876893,1329.5653228759766
0.9771186072515021,1364.2416503429413
0.9796547349497662,1400.933888912201
0.9351629224465985,1432.6433568000793
0.9750813008971027,1465.1122465133667
0.9786396373938615,1499.567233800888
0.9804178359273422,1538.0929753780365
0.9788948663551856,1572.264020204544
0.9794014454182394,1608.3915839195251
0.9781304724244113,1644.5674827098846
0.9788942198785866,1676.7381122112274
0.9788942198785866,1712.160674571991
0.9738096814266756,1743.9313275814056
0.9794033848480366,1778.0124621391296
0.9794014454182394,1810.4088804721832
0.9796560279029644,1850.1601645946503
0.9776226004081594,1890.6018435955048
0.9796553814263653,1927.1901507377625
0.9804178359273422,1961.1065940856934
0.9799099639110903,2001.451352596283
0.9786396373938615,2043.532749414444
0.9794020918948384,2079.327253341675
0.9796553814263653,2113.315162420273
0.9786415768236587,2156.4263503551483
0.9773686644000334,2199.518255710602
0.9791481558867126,2238.8292961120605
0.9766049169458584,2279.349473953247
0.9794020918948384,2318.5510592460632
0.9776226004081594,2363.1948001384735
0.9788922804487892,2404.62623667717
0.9783837619559381,2448.6914138793945
0.9768588529539843,2496.406677007675
0.9786409303470597,2540.7722113132477
0.9766068563756556,2586.7026793956757
0.9786415768236587,2629.3777487277985
0.9804178359273422,2671.268787384033
0.9773699573532317,2719.3629734516144
0.9778771828928845,2764.3460228443146
0.9796547349497662,2808.421888589859
0.9799106103876893,2851.9755942821503
0.9788942198785866,2896.7837743759155
0.9768607923837815,2946.7910854816437
0.9783850549091364,2995.4550609588623
0.9786409303470597,3040.4085323810577
0.979908024481293,3085.8307654857635
0.9766049169458584,3130.331611394882
0.9778784758460828,3184.190171957016
0.9791475094101134,3235.5187516212463
0.9796553814263653,3286.018717765808
0.9796553814263653,3330.517632484436
0.9781304724244113,3374.2232604026794
0.9791488023633116,3427.1905856132507
0.9794020918948384,3472.409362077713
0.9768607923837815,3518.347710132599
0.9786415768236587,3569.862723350525
0.9791488023633116,3614.7687990665436
0.9786383444406632,3663.665733575821
0.9796553814263653,3713.2225725650787
0.9791481558867126,3772.081022977829
0.9794033848480366,3823.128254175186
0.9758424624448814,3877.6448950767517
0.9794014454182394,3932.3797993659973
0.9794020918948384,3991.1905856132507
0.9786409303470597,4046.988351583481
0.9715197320173483,4101.52098608017
0.9788942198785866,4161.266184091568
0.9778771828928845,4223.699432849884
0.9771134354387094,4285.002504110336
0.9771147283919075,4341.076411724091
0.9794020918948384,4394.17569899559
0.9791481558867126,4449.580523014069
0.9794014454182394,4507.096757411957
0.9794020918948384,4563.639892101288
0.979908024481293,4624.253117084503
0.9794014454182394,4684.268052339554
0.979908024481293,4739.948129653931
0.9791468629335143,4802.054292917252
0.9796553814263653,4863.872548818588
0.9788929269253883,4927.252525806427
0.9788948663551856,4988.472667455673
0.9788929269253883,5045.89484667778
